id,make,model,year,VClass,drive,trans,fuelType,cylinders,displ,pv2,pv4,city,UCity,highway,UHighway,comb,co2,feScore,ghgScore
36669,MINI,Cooper S Paceman All4,2016,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,4,1.6,0,0,24.891,32.1499,30.3179,43.4501,27.0716,327,6,6
36670,MINI,JCW Countryman All4,2016,Compact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,4,1.6,0,0,23.304000000000002,29.884,29.8362,42.6871,25.8508,343,6,6
36671,MINI,JCW Countryman All4,2016,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,4,1.6,0,0,24.891,32.1499,30.3179,43.4501,27.0716,327,6,6
36672,MINI,JCW Paceman All4,2016,Compact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,4,1.6,0,0,23.304000000000002,29.884,29.8362,42.6871,25.8508,343,6,6
36673,MINI,JCW Paceman All4,2016,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,4,1.6,0,0,24.891,32.1499,30.3179,43.4501,27.0716,327,6,6
36674,Volkswagen,Jetta,2016,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.8,0,94,25.233,32.6424,35.3039,51.503,28.9492,307,7,7
36675,Volkswagen,Beetle,2016,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.8,0,0,24.4182,31.4714,32.926,47.6267,27.631,320,7,7
36676,Volkswagen,Beetle,2016,Compact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,1.8,0,0,24.6196,31.76,33.0332,47.8,27.8067,318,7,7
36677,Volkswagen,Jetta,2016,Compact Cars,Front-Wheel Drive,Automatic (AM-S6),Regular Gasoline,4,2.0,0,94,23.8353,30.639,32.5998,47.1,27.1159,327,6,6
36678,Volkswagen,Jetta,2016,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,94,23.1336,28.8819,32.7327,46.678000000000004,26.6506,333,6,6
36679,Volkswagen,Beetle,2016,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,0,23.0368,28.5453,30.5347,43.3257,25.8986,343,6,6
36680,BMW,528i xDrive,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,102,22.3009,28.4685,32.9975,47.7423,26.1096,340,6,6
36681,BMW,535i xDrive,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,102,19.752,24.9286,28.7859,41.0324,23.0002,384,5,5
36682,BMW,550i,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,102,16.7443,20.8536,24.877,34.9801,19.6325,453,4,4
36683,BMW,550i xDrive,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,102,16.4322,20.4368,24.4134,34.2731,19.2666,463,4,4
36684,Chrysler,200,2016,Midsize Cars,Front-Wheel Drive,Automatic 9-spd,Regular Gasoline,6,3.6,0,101,19.0003,23.9,30.9153,44.4,22.987,388,5,5
36685,BMW,328i xDrive Gran Turismo,2016,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,0,22.3009,28.4685,32.9975,47.7423,26.1096,340,6,6
36686,BMW,535i Gran Turismo,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,112,18.9978,23.8966,27.1902,38.5417,21.9776,405,5,5
36687,BMW,535i xDrive Gran Turismo,2016,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,112,18.4244,23.1166,26.1914,36.9968,21.2617,420,5,5
36688,Chevrolet,Impala,2016,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,0,105,22.0,30.0,31.0,47.7,25.0,354,6,6
36710,Porsche,Panamera S E-Hybrid,2016,Large Cars,Rear-Wheel Drive,Automatic (AM-S8),Premium Gasoline,6,3.0,0,108,22.7,28.9,29.3,41.1,25.2605,229,7,9
36711,BMW,228i Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,82,0,22.5496,28.8183,34.0,48.9331,26.5033,338,6,6
36712,BMW,M235i xDrive,2016,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,89,0,19.8633,25.0815,29.6338,42.3673,23.3238,376,5,5
36713,BMW,M235i xDrive Convertible,2016,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,82,0,19.8633,25.0815,29.6338,42.3673,23.3238,376,5,5
36714,BMW,428i Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,90,0,22.5496,28.8183,34.0,48.9331,26.5033,338,6,6
36715,BMW,M4 Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,91,0,17.0424,21.2526,25.7542,36.324,20.1024,440,4,4
36716,Ford,Fiesta FWD,2016,Subcompact Cars,Front-Wheel Drive,Automatic (AM-S6),Regular Gasoline,4,1.6,0,85,26.9917,35.2,35.6666,52.1,30.309,294,7,7
36717,Ford,Fiesta FWD,2016,Subcompact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,1.6,0,85,27.4002,35.8,35.0586,51.1,30.3873,292,7,7
36718,Ford,Fiesta SFE FWD,2016,Subcompact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,3,1.0,0,85,31.074,41.299,41.0213,61.1,34.8802,252,8,8
36719,MINI,Cooper Hardtop 4 door,2016,Subcompact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,3,1.5,0,0,28.4821,37.4,37.8335,55.7,32.0466,277,8,8
36720,MINI,John Cooper Works Hardtop,2016,Subcompact Cars,Front-Wheel Drive,Automatic (S6),Premium Gasoline,4,2.0,0,0,24.9919,32.295,30.8342,44.2707,27.3214,325,7,7
36721,MINI,John Cooper Works Hardtop,2016,Subcompact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,0,0,22.6076,28.9,30.0971,43.1,25.4584,347,6,6
36722,Volkswagen,Beetle Convertible,2016,Subcompact Cars,Front-Wheel Drive,Automatic (AM-S6),Regular Gasoline,4,2.0,81,0,22.7799,29.1428,30.2042,43.2697,25.613000000000003,343,6,6
36723,BMW,320i,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,96,23.4985,30.16,35.0451,51.0779,27.589000000000002,323,7,7
36724,BMW,328d xDrive,2016,Compact Cars,All-Wheel Drive,Automatic (S8),Diesel,4,2.0,0,96,30.1079,39.1626,40.1488,59.2184,33.926,299,8,7
36725,BMW,M3,2016,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,0,96,17.0424,21.2526,25.7542,36.324,20.1024,440,4,4
36726,BMW,M3,2016,Compact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,0,96,16.6788,20.766,23.995,33.637,19.3312,459,4,4
36727,BMW,428i Gran Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,92,22.5496,28.8183,34.0,48.9331,26.5033,338,6,6
36728,BMW,435i xDrive Coupe,2016,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,90,0,19.8633,25.0815,29.6338,42.3673,23.3238,376,5,5
36729,BMW,435i xDrive Coupe,2016,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,90,0,19.22,24.2,27.8062,39.5,22.3217,399,5,5
36730,BMW,435i xDrive Gran Coupe,2016,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,92,19.8633,25.0815,29.6338,42.3673,23.3238,376,5,5
36731,BMW,M4 Coupe,2016,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,90,0,17.0424,21.2526,25.7542,36.324,20.1024,440,4,4
36732,BMW,M4 Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,90,0,16.6788,20.766,23.995,33.637,19.3312,459,4,4
36733,Cadillac,ATS,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,91,91,22.2938,28.4586,30.524,43.7773,25.3723,349,6,6
36734,Cadillac,ATS,2016,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,91,91,19.5543,24.6575,28.4561,40.5154,22.758000000000003,388,5,5
36735,Cadillac,ATS,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Regular Gasoline,6,3.6,91,91,20.2399,25.6,29.3376,41.9,23.5224,378,5,5
36736,Ford,Fiesta ST FWD,2016,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.6,0,0,26.1013,33.9,32.3515,46.7,28.5866,310,7,7
36737,Mercedes-Benz,C300 4matic,2016,Compact Cars,4-Wheel Drive,Automatic 7-spd,Premium Gasoline,4,2.0,0,90,24.118000000000002,30.9,31.405,44.2,26.9299,330,6,6
36738,Mercedes-Benz,AMG C63 S,2016,Compact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,8,4.0,0,92,17.5691,22.0,24.609,34.3,20.165,440,4,4
36739,Mercedes-Benz,C300,2016,Compact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,4,2.0,0,90,24.8353,31.9,33.7087,47.6,28.1725,315,7,7
36740,Mercedes-Benz,AMG S65 Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,12,6.0,91,0,12.6685,15.5,20.3686,28.2,15.2654,585,2,2
36741,Volkswagen,Jetta,2016,Compact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,1.8,0,94,24.9642,32.2552,35.6666,52.1,28.8614,307,7,7
36742,BMW,528i,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,102,22.5496,28.8183,34.0,48.9331,26.5033,338,6,6
36743,BMW,535d,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Diesel,6,3.0,0,102,25.7669,33.4145,37.9331,54.8559,30.113000000000003,335,7,6
36744,BMW,535d xDrive,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Diesel,6,3.0,0,102,25.6649,33.2667,37.2449,49.4684,29.8398,338,7,6
36745,Cadillac,CTS Sedan,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.6,0,97,16.0289,19.9,23.9047,33.5,18.819000000000003,472,4,4
36746,Cadillac,CTS Sedan,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,97,21.3224,27.1,30.38,43.5486,24.6264,360,6,6
36747,Cadillac,CTS Sedan,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Regular Gasoline,6,3.6,0,97,20.2399,25.6,29.3376,41.9,23.5224,378,5,5
36748,Cadillac,CTS-V,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,6.2,0,97,14.2233,17.5199,21.1403,29.3458,16.6791,532,3,3
36749,Lexus,ES 300h,2016,Midsize Cars,Front-Wheel Drive,Automatic (AV-S6),Regular Gasoline,4,2.5,0,100,40.3222,56.0848,38.8285,54.1578,39.6361,223,9,9
36750,Lexus,ES 350,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,0,100,20.7773,26.3429,30.7013,44.0592,24.314,363,5,5
36751,BMW,335i xDrive Gran Turismo,2016,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,0,19.8633,25.0815,29.6338,42.3673,23.3238,376,5,5
36752,Mercedes-Benz,S600,2016,Large Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,12,6.0,0,112,13.6005,16.8,21.336,29.6,16.252,547,3,3
36753,Mercedes-Benz,AMG S65,2016,Large Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,12,6.0,0,112,12.747,15.7,19.9339,27.6,15.2156,581,2,2
36788,BMW,228i,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,89,0,22.6824,29.0053,35.0,50.4196,26.8547,330,6,6
36789,BMW,M4 Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,91,0,16.637,20.7102,24.0,34.2617,19.4186,459,4,4
36790,MINI,Cooper Hardtop 2 door,2016,Subcompact Cars,Front-Wheel Drive,Automatic (S6),Premium Gasoline,3,1.5,0,0,26.9109,35.0816,35.8708,52.4369,30.3188,292,7,7
36791,MINI,Cooper Hardtop 4 door,2016,Subcompact Cars,Front-Wheel Drive,Automatic (S6),Premium Gasoline,3,1.5,0,0,26.9109,35.0816,35.8708,52.4369,30.3188,292,7,7
36792,BMW,328i,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,96,22.6824,29.0053,35.0,50.4196,26.8547,330,6,6
36793,BMW,328d,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Diesel,4,2.0,0,96,31.2561,41.5766,42.06399999999999,64.792,35.3425,284,8,7
36794,BMW,428i Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,90,0,22.6824,29.0053,35.0,50.4196,26.8547,330,6,6
36795,Toyota,Camry,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,0,103,24.7868,32.0,34.3867,50.0,28.3481,313,7,7
36796,Toyota,Camry Hybrid LE,2016,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.5,0,103,41.8313,58.5479,38.1018,56.1496,40.0665,220,9,9
36797,Toyota,Camry Hybrid XLE/SE,2016,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.5,0,103,39.7561,55.0793,37.161,54.5766,38.5448,229,9,9
36798,Toyota,Camry,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,0,103,21.3224,27.1,30.1602,43.2,24.5611,361,6,6
36799,Toyota,Corolla,2016,Midsize Cars,Front-Wheel Drive,Automatic 4-spd,Regular Gasoline,4,1.8,0,98,27.1281,35.4,35.4237,51.7,30.3237,291,7,7
36800,Toyota,Corolla,2016,Midsize Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,4,1.8,0,98,28.4884,37.4093,35.8411,52.3878,31.3858,282,8,8
36801,Toyota,Corolla,2016,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,0,98,28.5494,37.5,36.8746,54.1,31.7779,281,8,8
36802,Toyota,Corolla,2016,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.8,0,98,27.8518,36.4658,36.0888,52.797,31.0399,284,7,7
36803,Toyota,Corolla LE Eco,2016,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,0,98,30.1147,39.8449,40.0829,59.4973,33.9095,263,8,8
36804,Toyota,Corolla LE Eco,2016,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,0,98,30.1147,39.8449,38.1747,56.272,33.2763,266,8,8
36818,Cadillac,ATS,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Regular Gasoline,4,2.5,91,91,22.0382,28.1,31.604,45.5,25.5132,348,6,6
36819,Subaru,Impreza AWD,2016,Compact Cars,All-Wheel Drive,Manual 5-spd,Regular Gasoline,4,2.0,0,97,24.7212,31.9058,33.2512,48.153,27.9474,318,7,7
36820,Subaru,Impreza AWD,2016,Compact Cars,All-Wheel Drive,Automatic (AV-S6),Regular Gasoline,4,2.0,0,97,27.6252,36.1314,35.7351,52.2129,30.7673,288,7,7
36821,Volkswagen,Jetta Hybrid,2016,Compact Cars,Front-Wheel Drive,Automatic (AM-S7),Premium Gasoline,4,1.4,0,94,41.5773,57.5,48.2766,65.3,44.3466,200,9,9
36822,Volkswagen,Jetta,2016,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.4,0,94,27.8072,36.4,39.0,58.1,32.0,284,8,8
36823,Chevrolet,Malibu Limited,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,0,100,23.441999999999997,30.0797,32.8468,47.4987,26.9091,329,6,6
36824,Jaguar,XF,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,95,20.0221,25.3,29.401,42.0,23.378,377,5,5
36825,Jaguar,XJ,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,102,18.2647,22.9,27.0344,38.3,21.3866,415,5,5
36826,Jaguar,XJL,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,109,18.117,22.7,26.8407,38.0,21.2207,418,5,5
36835,Roush Performance,Stage 3 Mustang,2015,Midsize Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,8,5.0,98,0,13.3195,16.3425,23.0883,29.7432,16.4519,553,3,3
36836,Roush Performance,Stage 3 Mustang,2015,Midsize Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,5.0,98,0,12.5092,15.2946,22.8879,29.5995,15.7162,566,3,3
36837,Fiat,500,2016,Minicompact Cars,Front-Wheel Drive,Automatic 6-spd,Premium Gasoline,4,1.4,0,0,26.9235,35.1,33.342,48.3,29.476999999999997,300,7,7
36838,Fiat,500,2016,Minicompact Cars,Front-Wheel Drive,Automatic 6-spd,Premium Gasoline,4,1.4,0,0,24.2984,31.3,31.7289,45.7,27.1607,326,6,6
36839,Fiat,500,2016,Minicompact Cars,Front-Wheel Drive,Manual 5-spd,Premium Gasoline,4,1.4,0,0,30.5265,40.4676,38.3333,56.5383,33.6064,264,8,8
36840,Fiat,500,2016,Minicompact Cars,Front-Wheel Drive,Manual 5-spd,Premium Gasoline,4,1.4,0,0,27.5361,36.0,33.0332,47.8,29.7651,299,7,7
36841,Fiat,500 Abarth,2016,Minicompact Cars,Front-Wheel Drive,Automatic 6-spd,Premium Gasoline,4,1.4,0,0,24.2984,31.3,31.7289,45.7,27.1607,326,6,6
36842,Fiat,500 Abarth,2016,Minicompact Cars,Front-Wheel Drive,Manual 5-spd,Premium Gasoline,4,1.4,0,0,27.5361,36.0,33.0332,47.8,29.7651,299,7,7
36843,MINI,Cooper Hardtop 2 door,2016,Subcompact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,3,1.5,0,0,27.7395,36.3,37.8335,55.7,31.5243,281,8,8
36844,BMW,340i,2016,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,0,96,19.5203,24.6108,29.1955,41.6763,22.9415,386,5,5
36845,BMW,340i xDrive,2016,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,96,21.6905,27.6135,31.8689,45.9245,25.3312,350,6,6
36846,BMW,340i xDrive,2016,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,0,96,19.658,24.7996,28.3935,40.4173,22.8169,387,5,5
36847,Honda,Accord,2016,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,6,3.5,92,103,18.1539,22.7499,27.6454,39.2494,21.4712,414,5,5
36848,Honda,Accord,2016,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,6,3.5,92,103,21.2469,26.9949,33.4653,48.5,25.424,350,6,6
36849,Honda,Accord,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,92,103,20.6741,26.2,31.5725,45.4495,24.4761,362,6,6
36850,Honda,Accord,2016,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.4,92,103,23.1798,29.7081,32.7973,47.4187,26.7036,332,6,6
36851,Honda,Accord,2016,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.4,92,103,26.8851,35.0438,35.7245,52.1955,30.2537,292,7,7
36852,Honda,Accord,2016,Midsize Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,4,2.4,92,103,26.0313,33.7982,34.1117,49.5512,29.1372,304,7,7
36862,Cadillac,ELR,2016,Subcompact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Premium Gasoline,4,1.4,83,0,30.8,42.8,33.1,46.8,31.8,91,10,10
36863,Chevrolet,Volt,2016,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.5,0,0,42.6,58.7,41.8,61.1,42.2,51,10,10
36874,Aston Martin,DB9,2016,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,12,5.9,78,0,13.154000000000002,16.1279,18.7365,25.7967,15.1907,584,2,2
36875,Aston Martin,Vanquish,2016,Minicompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.0,78,0,13.466,16.5327,20.7097,28.7057,15.9814,554,3,3
36876,Aston Martin,Rapide S,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.0,0,83,14.0538,17.2984,21.4866,29.8618,16.6449,533,3,3
36877,Ford,Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.3,82,0,22.1096,28.2,30.5383,43.8,25.2451,352,6,6
36878,Ford,Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.3,82,0,21.3942,27.2,31.2288,44.9,24.9267,356,6,6
36879,Ford,Mustang Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.3,81,0,20.2924,25.6725,29.0095,41.3837,23.4654,378,5,5
36880,Ford,Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Regular Gasoline,6,3.7,82,0,17.3383,21.6498,27.6771,39.2988,20.8418,427,5,5
36881,Ford,Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.7,82,0,18.7011,23.4925,27.3436,38.78,21.802,410,5,5
36882,Ford,Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,8,5.0,82,0,15.8778,19.6995,24.5947,34.5493,18.8907,470,4,4
36883,Ford,Mustang Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,8,5.0,81,0,15.3563,19.0091,23.3972,32.7314,18.1656,489,4,4
36884,Ford,Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Regular Gasoline,8,5.0,82,0,15.2127,18.5,25.1437,35.4,18.500999999999998,480,4,4
36885,Ford,Shelby GT350 Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,5.2,82,0,13.8986,17.0958,21.1695,29.3892,16.4394,539,3,3
36886,Roush Performance,Stage 3 Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,5.0,82,0,12.5119,15.2981,22.8924,29.5997,15.7195,566,3,3
36887,Roush Performance,Stage 3 Mustang,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,8,5.0,82,0,13.5178,16.6,22.8205,30.1,16.5546,537,3,3
36888,BMW,340i,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,96,21.6512,27.5586,32.0754,46.2561,25.36,349,6,6
36889,Cadillac,ATS AWD,2016,Compact Cars,All-Wheel Drive,Automatic (S8),Regular Gasoline,6,3.6,0,91,19.2932,24.3,27.3565,38.8,22.2435,399,5,5
36890,Lexus,CT 200h,2016,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,0,0,42.8325,57.9193,40.1563,56.9915,41.5854,212,9,9
36891,Lexus,IS 200t,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,90,22.1586,28.2688,32.0589,46.2295,25.7349,345,6,6
36892,Lexus,IS 300 AWD,2016,Compact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.5,0,90,18.6045,23.6941,25.6396,35.721,21.2252,415,5,5
36893,Lexus,IS 350,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.5,0,90,19.184,24.3,27.5579,38.0,22.2227,396,5,5
36894,Lexus,IS 350 AWD,2016,Compact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.5,0,90,18.6045,23.6941,25.6396,35.721,21.2252,415,5,5
36895,Rolls-Royce,Phantom Drophead Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.7,97,0,11.4889,13.9,18.5489,25.3,13.8634,637,2,2
36896,Rolls-Royce,Phantom Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.7,96,0,11.485,13.9,18.5758,25.6,13.867,638,2,2
36897,Volkswagen,Beetle,2016,Compact Cars,Front-Wheel Drive,Automatic (AM-S6),Regular Gasoline,4,2.0,0,0,23.7097,30.4602,30.7898,44.2,26.4463,336,6,6
36898,Chevrolet,Impala Bi-Fuel  (CNG),2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,0,105,16.8911,20.7,25.2146,36.3,19.838,437,4,4
36899,Cadillac,CTS Sedan AWD,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Regular Gasoline,6,3.6,0,97,19.2932,24.3,27.3565,38.8,22.2435,399,5,5
36900,Rolls-Royce,Wraith,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.6,99,0,12.6018,15.5,21.1714,27.7,15.4084,577,2,2
36901,Scion,iM,2016,Midsize Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,4,1.8,0,0,28.2127,37.0,35.9696,52.6,31.2448,283,8,8
36902,Scion,iM,2016,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.8,0,0,27.0599,35.3,34.8757,50.8,30.0949,294,7,7
36903,BMW,740i,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,114,20.7891,26.3592,28.6378,40.8,23.7137,374,5,5
36904,BMW,750i xDrive,2016,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,114,16.3935,20.3853,24.4967,34.4,19.2605,460,4,4
36905,Rolls-Royce,Phantom,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.7,0,113,11.485,13.9,18.5758,25.6,13.867,638,2,2
36906,Rolls-Royce,Phantom EWB,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.7,0,125,11.4889,13.9,18.5489,25.3,13.8634,637,2,2
36907,Rolls-Royce,Ghost,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.6,0,111,12.5264,15.1,20.9824,26.4,15.3013,580,2,2
36908,Rolls-Royce,Ghost EWB,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.6,0,117,12.5264,15.1,20.9824,26.4,15.3013,580,2,2
36914,Mercedes-Benz,C450 AMG,2016,Compact Cars,4-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.0,0,90,21.1786,26.9,28.1266,40.0,23.8273,375,5,5
